batter_name,Role,Amount,Team,Year,Player Origin,matches,total_runs,dismissals,balls_faced,batting_avg,batting_sr,boundary_pct,non_boundary_sr,spinner_runs,spinner_dismissals,spinner_balls_faced,spinner_batting_avg,spinner_batting_sr,spinner_boundary_pct,spinner_non_boundary_sr,pacer_runs,pacer_dismissals,pacer_balls_faced,pacer_batting_avg,pacer_batting_sr,pacer_boundary_pct,pacer_non_boundary_sr
Eklavya Dwivedi,Wicket Keeper,7500000,Sunrisers Hyderabad,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eoin Morgan,Batsman,15000000,Sunrisers Hyderabad,2015,Overseas,97,2261,82,1814,27.57,124.64,14.66%,64.66,579,22,477,26.32,121.38,13.84%,64.96,954,33,768,28.91,124.22,14.32%,63.83
Eoin Morgan,Batsman,20000000,Kings XI Punjab,2017,Overseas,97,2261,82,1814,27.57,124.64,14.66%,64.66,579,22,477,26.32,121.38,13.84%,64.96,954,33,768,28.91,124.22,14.32%,63.83
Eoin Morgan,Batsman,52500000,Kolkata Knight Riders,2020,Overseas,97,2261,82,1814,27.57,124.64,14.66%,64.66,579,22,477,26.32,121.38,13.84%,64.96,954,33,768,28.91,124.22,14.32%,63.83
Evin Lewis,Batsman,38000000,Mumbai Indians,2018,Overseas,5,111,5,71,22.20,156.34,21.13%,58.93,31,2,27,15.50,114.81,11.11%,54.17,80,2,37,40.00,216.22,32.43%,80.00
Evin Lewis,Batsman,20000000,Lucknow Super Giants,2022,Overseas,5,111,5,71,22.20,156.34,21.13%,58.93,31,2,27,15.50,114.81,11.11%,54.17,80,2,37,40.00,216.22,32.43%,80.00
Fabian Allen,All-Rounder,5000000,Sunrisers Hyderabad,2020,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabian Allen,All-Rounder,7500000,Punjab Kings,2021,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabian Allen,All-Rounder,7500000,Mumbai Indians,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faf Du Plessis,Batsman,47500000,Chennai Super Kings,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faf Du Plessis,Batsman,16000000,Chennai Super Kings,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faf Du Plessis,Batsman,70000000,Royal Challengers Bangalore,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Farhaan Behardien,All-Rounder,3000000,Kings XI Punjab,2016,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fazalhaq Farooqi,Bowler,5000000,Sunrisers Hyderabad,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fidel Edwards,Bowler,15750000,Rajasthan Royals,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finn Allen,Batsman,8000000,Royal Challengers Bangalore,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gautam Gambhir,Batsman,28000000,Delhi Daredevils,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Bailey,Batsman,32500000,Kings XI Punjab,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glenn Maxwell,All-Rounder,75000000,Mumbai Indians,2013,Overseas,109,2540,98,1565,25.92,162.30,22.75%,69.81,922,43,559,21.44,164.94,21.11%,75.28,968,32,595,30.25,162.69,24.87%,63.98
Glenn Maxwell,All-Rounder,60000000,Kings XI Punjab,2014,Overseas,109,2540,98,1565,25.92,162.30,22.75%,69.81,922,43,559,21.44,164.94,21.11%,75.28,968,32,595,30.25,162.69,24.87%,63.98
Glenn Maxwell,All-Rounder,90000000,Delhi Daredevils,2018,Overseas,109,2540,98,1565,25.92,162.30,22.75%,69.81,922,43,559,21.44,164.94,21.11%,75.28,968,32,595,30.25,162.69,24.87%,63.98
Glenn Maxwell,All-Rounder,107500000,Kings XI Punjab,2020,Overseas,109,2540,98,1565,25.92,162.30,22.75%,69.81,922,43,559,21.44,164.94,21.11%,75.28,968,32,595,30.25,162.69,24.87%,63.98
Glenn Maxwell,All-Rounder,142500000,Royal Challengers Bangalore,2021,Overseas,109,2540,98,1565,25.92,162.30,22.75%,69.81,922,43,559,21.44,164.94,21.11%,75.28,968,32,595,30.25,162.69,24.87%,63.98
Glenn Phillips,Wicket Keeper,15000000,Sunrisers Hyderabad,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gurinder Sandhu,Bowler,17000000,Delhi Daredevils,2015,Indian,7,26,3,33,8.67,78.79,6.06%,58.06,4,1,7,4.00,57.14,0.00%,57.14,10,1,9,10.00,111.11,11.11%,75.00
Gurkeerat Singh Mann,All-Rounder,5000000,Gujarat Titans,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gurkeerat Singh Mann,All-Rounder,7500000,Delhi Daredevils,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gurkeerat Singh Mann,All-Rounder,5000000,Royal Challengers Bangalore,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gurkeerat Singh Mann,Batsman,13000000,Kings XI Punjab,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hanuma Vihari,Batsman,1000000,Sunrisers Hyderabad,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hanuma Vihari,Batsman,20000000,Delhi Capitals,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harbhajan Singh,Bowler,20000000,Chennai Super Kings,2018,Indian,38,361,20,265,18.05,136.23,20.00%,53.30,42,2,52,21.00,80.77,9.62%,38.30,297,16,196,18.56,151.53,23.47%,55.33
Harbhajan Singh,Bowler,20000000,Kolkata Knight Riders,2021,Indian,38,361,20,265,18.05,136.23,20.00%,53.30,42,2,52,21.00,80.77,9.62%,38.30,297,16,196,18.56,151.53,23.47%,55.33
Hardik Pandya,All-Rounder,1000000,Mumbai Indians,2015,Indian,24,234,19,181,12.32,129.28,17.68%,55.03,57,4,42,14.25,135.71,16.67%,54.29,117,11,107,10.64,109.35,15.89%,50.00
Hardus Viljoen,Bowler,7500000,Kings XI Punjab,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpreet Brar,All-Rounder,2000000,Kings XI Punjab,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harpreet Brar,All-Rounder,38000000,Punjab Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harry Gurney,Bowler,7500000,Kolkata Knight Riders,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harshal Patel,Bowler,4000000,Royal Challengers Bangalore,2014,Indian,9,32,6,19,5.33,168.42,21.05%,66.67,6,0,2,NA,300.00,50.00%,0.00,24,6,16,4.00,150.00,18.75%,61.54
Harshal Patel,All-Rounder,2000000,Delhi Daredevils,2018,Indian,9,32,6,19,5.33,168.42,21.05%,66.67,6,0,2,NA,300.00,50.00%,0.00,24,6,16,4.00,150.00,18.75%,61.54
Harshal Patel,All-Rounder,107500000,Royal Challengers Bangalore,2022,Indian,9,32,6,19,5.33,168.42,21.05%,66.67,6,0,2,NA,300.00,50.00%,0.00,24,6,16,4.00,150.00,18.75%,61.54
Heinrich Klaasen,Wicket Keeper,5000000,Royal Challengers Bangalore,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Himmat Singh,Batsman,6500000,Royal Challengers Bangalore,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hrithik Shokeen,All-Rounder,2000000,Mumbai Indians,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS Sharath,Bowler,1000000,Delhi Daredevils,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imran Tahir,Bowler,10000000,Chennai Super Kings,2018,Overseas,7,35,4,34,8.75,102.94,14.71%,44.83,4,1,4,4.00,100.00,25.00%,0.00,30,3,28,10.00,107.14,14.29%,50.00
Iqbal Abdullah,All-Rounder,6500000,Rajasthan Royals,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iqbal Abdullah,All-Rounder,1000000,Royal Challengers Bangalore,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irfan Pathan,All-Rounder,24000000,Sunrisers Hyderabad,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irfan Pathan,All-Rounder,15000000,Chennai Super Kings,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irfan Pathan,All-Rounder,10000000,Rising Pune Supergiant,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishan Kishan,Wicket Keeper,3500000,Gujarat Lions,2016,Indian,5,42,4,41,10.50,102.44,12.20%,61.11,26,1,24,26.00,108.33,12.50%,66.67,16,3,17,5.33,94.12,11.76%,53.33
Ishan Kishan,Wicket Keeper,62000000,Mumbai Indians,2018,Indian,5,42,4,41,10.50,102.44,12.20%,61.11,26,1,24,26.00,108.33,12.50%,66.67,16,3,17,5.33,94.12,11.76%,53.33
Ishan Kishan,Wicket Keeper,152500000,Mumbai Indians,2022,Indian,5,42,4,41,10.50,102.44,12.20%,61.11,26,1,24,26.00,108.33,12.50%,66.67,16,3,17,5.33,94.12,11.76%,53.33
Ishan Porel,Bowler,2500000,Punjab Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishan Porel,Bowler,2000000,Kings XI Punjab,NA,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishank Jaggi,Batsman,1000000,Kolkata Knight Riders,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishank Jaggi,Batsman,2000000,Kolkata Knight Riders,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishant Sharma,Bowler,26000000,Sunrisers Hyderabad,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishant Sharma,Bowler,38000000,Rising Pune Supergiant,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishant Sharma,Bowler,11000000,Delhi Capitals,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishwar Chandra Pandey,Bowler,15000000,Chennai Super Kings,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishwar Chandra Pandey,Bowler,2000000,Rising Pune Supergiant,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isuru Udana,All-Rounder,5000000,Royal Challengers Bangalore,2020,Overseas,1,0,1,2,0.00,0.00,0.00%,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Suchith,Bowler,3000000,Sunrisers Hyderabad,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Suchith,All-Rounder,1000000,Mumbai Indians,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Oram,All-Rounder,3750000,Mumbai Indians,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacques Kallis,All-Rounder,55000000,Kolkata Knight Riders,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jagadeesha Suchith,Bowler,2000000,Sunrisers Hyderabad,2022,Indian,5,48,1,32,48.00,150.00,18.75%,76.92,19,1,10,19.00,190.00,30.00%,71.43,29,0,22,NA,131.82,13.64%,78.95
Jalaj Saxena,All-Rounder,9000000,Mumbai Indians,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalaj Saxena,All-Rounder,1000000,Royal Challengers Bangalore,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalaj Saxena,All-Rounder,2000000,Delhi Capitals,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalaj Saxena,All-Rounder,3000000,Punjab Kings,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Faulkner,All-Rounder,30000000,Rajasthan Royals,2013,Overseas,77,1060,44,800,24.09,132.50,12.38%,80.46,181,6,177,30.17,102.26,6.21%,74.10,536,27,381,19.85,140.68,14.70%,82.46
James Neesham,All-Rounder,10000000,Delhi Daredevils,2014,Overseas,21,321,16,252,20.06,127.38,15.48%,69.01,50,3,48,16.67,104.17,10.42%,60.47,98,8,86,12.25,113.95,11.63%,71.05
James Neesham,All-Rounder,5000000,Kolkata Knight Riders,2015,Overseas,21,321,16,252,20.06,127.38,15.48%,69.01,50,3,48,16.67,104.17,10.42%,60.47,98,8,86,12.25,113.95,11.63%,71.05
James Neesham,All-Rounder,5000000,Kings XI Punjab,2020,Overseas,21,321,16,252,20.06,127.38,15.48%,69.01,50,3,48,16.67,104.17,10.42%,60.47,98,8,86,12.25,113.95,11.63%,71.05
James Neesham,All-Rounder,5000000,Mumbai Indians,2021,Overseas,21,321,16,252,20.06,127.38,15.48%,69.01,50,3,48,16.67,104.17,10.42%,60.47,98,8,86,12.25,113.95,11.63%,71.05
James Neesham,All-Rounder,15000000,Rajasthan Royals,2022,Overseas,21,321,16,252,20.06,127.38,15.48%,69.01,50,3,48,16.67,104.17,10.42%,60.47,98,8,86,12.25,113.95,11.63%,71.05
Jaskaran Singh,Bowler,1000000,Rising Pune Supergiant,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Behrendorff,Bowler,15000000,Mumbai Indians,2018,Overseas,6,55,2,44,27.50,125.00,13.64%,76.32,1,0,1,NA,100.00,0.00%,100.00,28,1,18,28.00,155.56,16.67%,93.33
Jason Behrendorff,Bowler,7500000,Royal Challengers Bangalore,2022,Overseas,6,55,2,44,27.50,125.00,13.64%,76.32,1,0,1,NA,100.00,0.00%,100.00,28,1,18,28.00,155.56,16.67%,93.33
Jason Holder,Bowler,1500000,Chennai Super Kings,2013,Overseas,7,45,7,40,6.43,112.50,17.50%,39.39,2,0,8,NA,25.00,0.00%,25.00,41,6,28,6.83,146.43,25.00%,42.86
Jason Holder,Bowler,7500000,Sunrisers Hyderabad,2014,Overseas,7,45,7,40,6.43,112.50,17.50%,39.39,2,0,8,NA,25.00,0.00%,25.00,41,6,28,6.83,146.43,25.00%,42.86
Jason Holder,All-Rounder,7000000,Kolkata Knight Riders,2016,Overseas,7,45,7,40,6.43,112.50,17.50%,39.39,2,0,8,NA,25.00,0.00%,25.00,41,6,28,6.83,146.43,25.00%,42.86
Jason Holder,All-Rounder,87500000,Lucknow Super Giants,2022,Overseas,7,45,7,40,6.43,112.50,17.50%,39.39,2,0,8,NA,25.00,0.00%,25.00,41,6,28,6.83,146.43,25.00%,42.86
Jason Roy,Batsman,10000000,Gujarat Lions,2017,Overseas,57,1795,52,1168,34.52,153.68,23.29%,64.40,208,7,165,29.71,126.06,12.73%,76.39,910,28,577,32.50,157.71,25.48%,58.60
Jason Roy,Batsman,15000000,Delhi Daredevils,2018,Overseas,57,1795,52,1168,34.52,153.68,23.29%,64.40,208,7,165,29.71,126.06,12.73%,76.39,910,28,577,32.50,157.71,25.48%,58.60
Jason Roy,Batsman,15000000,Delhi Capitals,2020,Overseas,57,1795,52,1168,34.52,153.68,23.29%,64.40,208,7,165,29.71,126.06,12.73%,76.39,910,28,577,32.50,157.71,25.48%,58.60
Jason Roy,Batsman,20000000,Gujarat Titans,2022,Overseas,57,1795,52,1168,34.52,153.68,23.29%,64.40,208,7,165,29.71,126.06,12.73%,76.39,910,28,577,32.50,157.71,25.48%,58.60
Jasprit Bumrah,Bowler,12000000,Mumbai Indians,2014,Indian,5,9,1,16,9.00,56.25,6.25%,33.33,0,0,2,NA,0.00,0.00%,0.00,9,1,14,9.00,64.29,7.14%,38.46
Jatin Saxena,All-Rounder,2000000,Rajasthan Royals,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javon Searless,All-Rounder,3000000,Kolkata Knight Riders,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayant Yadav,All-Rounder,1000000,Delhi Daredevils,2014,Indian,2,6,0,10,NA,60.00,0.00%,60.00,4,0,6,NA,66.67,0.00%,66.67,2,0,4,NA,50.00,0.00%,50.00
Jayant Yadav,All-Rounder,5000000,Delhi Daredevils,2018,Indian,2,6,0,10,NA,60.00,0.00%,60.00,4,0,6,NA,66.67,0.00%,66.67,2,0,4,NA,50.00,0.00%,50.00
Jayant Yadav,All-Rounder,17000000,Gujarat Titans,2022,Indian,2,6,0,10,NA,60.00,0.00%,60.00,4,0,6,NA,66.67,0.00%,66.67,2,0,4,NA,50.00,0.00%,50.00
Jaydev Shah,All-Rounder,2000000,Gujarat Lions,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydev Unadkat,Bowler,39375000,Royal Challengers Bangalore,2013,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,28000000,Delhi Daredevils,2014,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,11000000,Delhi Daredevils,2015,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,16000000,Kolkata Knight Riders,2016,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,3000000,Rising Pune Supergiant,2017,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,115000000,Rajasthan Royals,2018,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,84000000,Rajasthan Royals,2019,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,30000000,Rajasthan Royals,2020,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jaydev Unadkat,Bowler,13000000,Mumbai Indians,2022,Indian,4,3,1,8,3.00,37.50,0.00%,37.50,1,0,5,NA,20.00,0.00%,20.00,1,1,2,1.00,50.00,0.00%,50.00
Jean-Paul Duminy,Batsman,22000000,Delhi Daredevils,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jean-Paul Duminy,All-Rounder,10000000,Mumbai Indians,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeevan Mendis,All-Rounder,3750000,Delhi Daredevils,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesse Ryder,All-Rounder,19500000,Delhi Daredevils,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jhye Richardson,Bowler,140000000,Punjab Kings,2021,Overseas,1,6,0,8,NA,75.00,12.50%,28.57,NA,NA,NA,NA,NA,NA,NA,6,0,8,NA,75.00,12.50%,28.57
Jitesh Sharma,Wicket Keeper,1000000,Mumbai Indians,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jitesh Sharma,Wicket Keeper,2000000,Punjab Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Denly,Batsman,10000000,Kolkata Knight Riders,2019,Overseas,38,868,35,650,24.80,133.54,18.62%,60.87,137,3,113,45.67,121.24,12.39%,71.72,326,15,247,21.73,131.98,19.84%,51.52
Joel Paris,Bowler,3000000,Delhi Daredevils,2016,Overseas,2,14,1,17,14.00,82.35,5.88%,62.50,2,0,4,NA,50.00,0.00%,50.00,12,1,13,12.00,92.31,7.69%,66.67
Jofra Archer,All-Rounder,72000000,Rajasthan Royals,2018,Overseas,2,21,0,13,NA,161.54,23.08%,90.00,NA,NA,NA,NA,NA,NA,NA,19,0,11,NA,172.73,27.27%,87.50
Jofra Archer,All-Rounder,80000000,Mumbai Indians,2022,Overseas,2,21,0,13,NA,161.54,23.08%,90.00,NA,NA,NA,NA,NA,NA,NA,19,0,11,NA,172.73,27.27%,87.50
Johan Botha,All-Rounder,33750000,Delhi Daredevils,2013,Overseas,32,388,26,315,14.92,123.17,13.02%,72.99,82,7,90,11.71,91.11,3.33%,78.16,219,10,140,21.90,156.43,22.14%,70.64
John Hastings,All-Rounder,5000000,Chennai Super Kings,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Hastings,Bowler,13000000,Kolkata Knight Riders,2016,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonny Bairstow,Wicket Keeper,22000000,Sunrisers Hyderabad,2019,Overseas,28,746,22,545,33.91,136.88,15.23%,76.62,105,6,85,17.50,123.53,8.24%,85.90,148,6,120,24.67,123.33,15.00%,62.75
Jonny Bairstow,Wicket Keeper,67500000,Punjab Kings,2022,Overseas,28,746,22,545,33.91,136.88,15.23%,76.62,105,6,85,17.50,123.53,8.24%,85.90,148,6,120,24.67,123.33,15.00%,62.75
Jos Buttler,Wicket Keeper,38000000,Mumbai Indians,2016,Overseas,69,1736,55,1141,31.56,152.15,19.28%,74.92,330,9,236,36.67,139.83,13.98%,78.82,844,30,539,28.13,156.59,21.52%,70.45
Jos Buttler,Wicket Keeper,44000000,Rajasthan Royals,2018,Overseas,69,1736,55,1141,31.56,152.15,19.28%,74.92,330,9,236,36.67,139.83,13.98%,78.82,844,30,539,28.13,156.59,21.52%,70.45
Josh Hazlewood,Bowler,5000000,Mumbai Indians,2014,Overseas,2,3,0,6,NA,50.00,0.00%,50.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Hazlewood,Bowler,20000000,Chennai Super Kings,2020,Overseas,2,3,0,6,NA,50.00,0.00%,50.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Hazlewood,Bowler,77500000,Royal Challengers Bangalore,2022,Overseas,2,3,0,6,NA,50.00,0.00%,50.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Philippe,Wicket Keeper,2000000,Royal Challengers Bangalore,2020,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juan Theron,Bowler,3000000,Rajasthan Royals,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krishnappa Gowtham,All-Rounder,9000000,Lucknow Super Giants,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
